ID,Title,Authors,Date,URL,Page Number
3493,Next stop for Spanish tourism excellence: Sustainability,"Javier Caballero , Margaux Constantin , Steffen Kopke , Daniel Riefer","July 3, 2023",https://www.mckinsey.com/industries/travel/our-insights/next-stop-for-spanish-tourism-excellence-sustainability,368
3494,Product security: Navigating regulations and customer expectations,"Jim Boehm , Julian Fuchs Souchon , Benjamin Klein , Wolfram Salmanian","September 8, 2023",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/cybersecurity/product-security-navigating-regulations-and-customer-expectations,368
3495,Getting ready for next-generation E/E architecture with zonal compute,"Ondrej Burkacky , Johannes Deichmann , Julia Werra , Martin Kellner , Fabian Steiner","June 14, 2023",https://www.mckinsey.com/industries/semiconductors/our-insights/getting-ready-for-next-generation-ee-architecture-with-zonal-compute,368
3496,Filling the gap: Boosting supply of recycled materials for packaging,"Maimouna Diakhaby , David Feber , Yasir Mirza , Daniel Nordigarden , Brian Shields , Jeremy Wallach","September 5, 2023",https://www.mckinsey.com/industries/packaging-and-paper/our-insights/filling-the-gap-boosting-supply-of-recycled-materials-for-packaging,368
3497,The war in Ukraine: Navigating disruption,Not specified,"May 21, 2022",https://www.mckinsey.com/featured-insights/themes/the-war-in-ukraine-navigating-disruption,368
3498,The secret formula for growing midcap consumer companies,Kathleen Martens,"December 12, 2022",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/the-secret-formula-for-growing-midcap-consumer-companies,368
3499,Deepening capital markets in emerging economies,"Nitin Jain , Fumiaki Katsuki , Akash Lal , Emmanuel Pitsilis , Joydeep Sengupta","April 12, 2017",https://www.mckinsey.com/industries/financial-services/our-insights/deepening-capital-markets-in-emerging-economies,368
3500,Deepening capital markets in emerging economies | Japan,"Nitin Jain , Fumiaki Katsuki , Akash Lal , Emmanuel Pitsilis , Joydeep Sengupta","April 12, 2017",https://www.mckinsey.com/jp/en/our-insights/deepening-capital-markets-in-emerging-economies,368
3501,Companies with innovative cultures have a big edge with generative AI,"Matt Banholzer , Ben Fletcher , Laura LaBerge , Jon McClain","August 31, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/companies-with-innovative-cultures-have-a-big-edge-with-generative-ai,267
3502,Fortifying the grid,Not specified,"January 11, 2024",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/fortifying-the-grid,267
3503,"“Start with a pilot, and I would even use the term ‘play’ with generative AI. The cost of doing nothing is just too high because everybody has this at the top of their agenda.”",Not specified,"January 12, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/january-12-2024,267
3504,What is a board of directors?,Not specified,"July 7, 2023",https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-a-board-of-directors,267
3505,Three steps to boost DE&I capability building,"Drew Goldstein , Sasha Goluskin , Holly Price , Julia Sperling-Magro","May 9, 2022",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/three-steps-to-boost-dei-capability-building,267
3506,The bottom-line benefit of the product operating model,"Aditi Chawla , Martin Harrysson , Hannah Mayer , Megha Sinha","December 19, 2023",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-bottom-line-benefit-of-the-product-operating-model,267
3507,Turning consumer and retail companies into software-driven innovators,"Aman Dhingra , Chandra Gnanasambandam , Rahul Mangla , Hannah Mayer , Roger Roberts","September 6, 2023",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/turning-consumer-and-retail-companies-into-software-driven-innovators,267
3508,Optimism with a note of caution,Not specified,"January 10, 2024",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/optimism-with-a-note-of-caution,267
3509,"Early childhood, Primary and Secondary Education",Not specified,Not specified,https://www.mckinsey.com/industries/education/our-insights/early-childhood-primary-and-secondary-education,471
3510,How artificial intelligence can improve resilience in mineral processing during uncertain times,"Sean Buckley , Gaurang Jhunjhunwala , Agesan Rajagopaul , Christos Sermpetis","June 25, 2020",https://www.mckinsey.com/industries/metals-and-mining/our-insights/how-artificial-intelligence-can-improve-resilience-in-mineral-processing-during-uncertain-times,471
3511,"“The aim is for the future to become as open as the internet was when it was first launched. That is the kind of promise of what a future metaverse could be for everybody, not this idea of individual, siloed experiences.”",Not specified,"October 17, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/october-17-2022,471
3512,(Still) learning from Toyota,Deryl Sturdevant,"February 1, 2014",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/still-learning-from-toyota,471
3513,How Prudential Financial is tackling the future of work,Not specified,"October 9, 2019",https://www.mckinsey.com/featured-insights/future-of-work/how-prudential-financial-is-tackling-the-future-of-work,471
3514,Five ways to increase your board’s long-term impact,Not specified,"July 15, 2022",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/five-ways-to-increase-your-boards-long-term-impact,471
3515,“Success is about more than just being present in fast-growth markets. We need to have a clear purpose and understanding of the impact we wish to have.”,Not specified,"March 13, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/march-13-2023,471
3516,Tania Holt,Not specified,"March 26, 2023",https://www.mckinsey.com/featured-insights/themes/tania-holt,471
3517,The evolving role of the CMO,David Court,"August 1, 2007",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/the-evolving-role-of-the-cmo,471
3518,What can I do?,Not specified,Not specified,https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/tech-enabled-business-transformation-the-trillion-dollar-opportunity/what-can-i-do,562
3519,"Recover together, recover stronger | Indonesia",Not specified,Not specified,https://www.mckinsey.com/id/our-insights/recover-together-recover-stronger,562
3520,Readers & Leaders,Not specified,Not specified,https://www.mckinsey.com/featured-insights/readers-and-leaders,562
3521,The 21st-century cement plant: Greener and more connected,Not specified,"September 16, 2020",https://www.mckinsey.com/industries/chemicals/our-insights/the-21st-century-cement-plant-greener-and-more-connected,562
3522,"Black swans, gray rhinos, and silver linings: Anticipating geopolitical risks (and openings)","Andrew Grant , Ziad Haider , Anke Raufuss","February 24, 2023",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/black-swans-gray-rhinos-and-silver-linings-anticipating-geopolitical-risks-and-openings,562
3523,Fueling digital operations with analog data,"Kar Woon Choy , Shilpa Goswami , Damian Lewandowski , Rob Whiteman","April 20, 2022",https://www.mckinsey.com/capabilities/operations/our-insights/fueling-digital-operations-with-analog-data,562
3524,News from the Global Infrastructure Initiative: October 2021,Tony Hansen,"October 25, 2021",https://www.mckinsey.com/capabilities/operations/our-insights/news-from-the-global-infrastructure-initiative-october-2021,763
3525,Transforming public-sector IT: An Interview with the World Bank’s CIO,Aamer Baig,"December 1, 2010",https://www.mckinsey.com/industries/public-sector/our-insights/transforming-public-sector-it-an-interview-with-the-world-banks-cio,763
3526,Systems on a chip comes to the data center,Not specified,"March 8, 2022",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/tech-forward/systems-on-a-chip-comes-to-the-data-center,763
3527,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/pt-br,865
3528,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/id-id,865
3529,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/tr-tr,865
3530,Building a ‘fastest learner wins’ culture,Not specified,"February 18, 2020",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/fasttimes/interviews/fd-wilder,865
3531,“Boards that were quickest to adapt to the COVID-19 crisis are now focusing more on specific external risks than on corporate resilience overall.”,Not specified,"August 5, 2021",https://www.mckinsey.com/featured-insights/quote-of-the-day/august-5-2021,865
3532,Climate and insurance: How carriers are preparing for a net-zero future,"Sylvain Johansson , Olivia Loadwick , Christie McNeill , Philipp Schaumburg","September 14, 2022",https://www.mckinsey.com/industries/financial-services/our-insights/climate-and-insurance-how-carriers-are-preparing-for-a-net-zero-future,667
3533,The race to win: How automakers can succeed in a post-pandemic China,Not specified,"August 13, 2021",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-race-to-win-how-automakers-can-succeed-in-a-post-pandemic-china,667
3534,"“We knew before the pandemic that a flexible working arrangement was one of the top benefits that employees wanted, so how do we manage expectations and set the right rationale for why we’re bringing people back to the office?”",Not specified,"July 9, 2021",https://www.mckinsey.com/featured-insights/quote-of-the-day/july-9-2021,667
3535,G&A in focus,Not specified,"June 13, 2021",https://www.mckinsey.com/featured-insights/themes/g-and-a-in-focus,667
3536,The future of European payments: Strategic choices for banks,Not specified,"November 24, 2020",https://www.mckinsey.com/industries/financial-services/our-insights/the-future-of-european-payments-strategic-choices-for-banks,667
3537,Managing the clinical workforce,"Nina Bhatia , David Meredith , Farhad Riahi","December 1, 2009",https://www.mckinsey.com/industries/healthcare/our-insights/managing-the-clinical-workforce,667
3538,Better data for better therapies: The case for building health data platforms,"Matthias Evers , Lucy Perez , Lucas Robke , Katarzyna Smietana","April 15, 2022",https://www.mckinsey.com/industries/life-sciences/our-insights/better-data-for-better-therapies-the-case-for-building-health-data-platforms,667
3539,How digital helps a life sciences leader move at light speed,Siddhartha Chadha,"May 31, 2022",https://www.mckinsey.com/industries/life-sciences/our-insights/how-digital-helps-a-life-sciences-leader-move-at-light-speed,667
3540,Turn slow-moving inventory into fast profits,"Paolo Baldesi , Florent Kervazo , Hugues Lavandier","November 7, 2019",https://www.mckinsey.com/capabilities/operations/our-insights/turn-slow-moving-inventory-into-fast-profits,966
